"Artikel-Nr.","Bezeichnung","EAN-Nr.","Lagerbestand","ME","MwSt.-satz"
10160,"Erdal Frosch Spiritus Glasreiniger 500ml","4001499013676",15.00,"Stck.",19.00
10161,"Melitta Alufolie 44cm OP 10m","4008871200938",12.00,"Stck.",19.00
10162,"Erdal Rorax Bio Power Gel 1000ml","4001499196546",5.00,"Stck.",19.00
10163,"Beckmann Farb+Schmutzfänger Tuch 44er","4008455016719",15.00,"Stck.",19.00
10164,"Beckmann Gardinen Weiß 3x40g","4008455046013",20.00,"Stck.",19.00
10165,"Styx Lampenöl Naturel Klar 1 Liter","4009864014662",10.00,"Stck.",19.00
10166,"Erdal Tuba Fleckenspray Pumpe 500ml","4001499016165",30.00,"Stck.",19.00
10168,"Beckmann Geruchsentferner 14WL 500ml","4008455018812",12.00,"Stck.",19.00
10169,"Erdal Frosch Weichspüler Baumwollblüten 1 Liter","4001499116803",32.00,"Stck.",19.00
10170,"Erdal Frosch Weichspüler Granatapfel 1 Liter","4001499115523",23.00,"Stck.",19.00
10171,"Pulmoll Junior Himbeere o.Z.50g","4002590700892",16.00,"Stck.",7.00
10173,"Beckmann Spülmaschinen Hygiene Reiniger 75g","4008455049113",1.00,"Stck.",19.00
10174,"Erdal Tuba Teppichschaum Rasant 600ml","4001499016103",5.00,"Stck.",19.00
10175,"Erdal Frosch Scheuermilch Zitrone 500ml","4001499139796",20.00,"Stck.",19.00
10176,"Erdal Rorax Power Gel 1000ml","4001499196553",0.00,"Stck.",19.00
10177,"Erdal Emsal Kraftreiniger 1000ml","4001499013560",13.00,"Stck.",19.00
10178,"Beckmann Farb+Schmutzfänger Ultra 10er","4008455038810",16.00,"Stck.",19.00
10179,"Elsterglanz Chrom Pflege 150ml","4029957007289",13.00,"Stck.",19.00
10180,"Erdal Emsal Voll-Glanz 1000ml","4001499013225",4.00,"Stck.",19.00
10181,"Beckmann Flecken Spray Deo&Schweiß 250ml","4008455038919",17.00,"Stck.",19.00
10182,"Erdal Emsal Pflege Reiniger 1000ml","4001499181085",5.00,"Stck.",19.00
10183,"Styx Lampenöl Duft blau Oriental 1 Liter","4009864014648",9.00,"Stck.",19.00
10184,"Styx Lampenöl Duft grün Nordic 1 Liter","4009864014624",4.00,"Stck.",19.00
10185,"Erdal Emsal Laminat 1000ml","4001499944710",21.00,"Stck.",19.00
10186,"Elsterglanz Glaskeramikreiniger 150ml","4029957007272",16.00,"Stck.",19.00
10187,"Beckmann Wäscheduft Spring 250ml","4008455076317",3.00,"Stck.",19.00
10188,"Styx Lampenöl Duft rot Romantic 1 Liter","4009864014631",2.00,"Stck.",19.00
10189,"Erdal Emsal Stein & Fliesen 1000ml","4001499944697",24.00,"Stck.",19.00
10190,"Pulmoll Junior Orange o.Z.50g","4002590700885",15.00,"Stck.",7.00
10191,"Erdal Frosch Essigreiniger 1Liter","4001499941610",37.00,"Stck.",19.00
10192,"Erdal Frosch Uni Reiniger Lavendel 750ml","4001499192791",8.00,"Stck.",19.00
10193,"Erdal Emsal Parkett 1000ml","4001499944734",14.00,"Stck.",19.00
10194,"Elsterglanz Stein Pflege 150ml","4029957080114",37.00,"Stck.",19.00
10195,"Beckmann Wäscheduft Summer 250ml","4008455076614",1.00,"Stck.",19.00
10197,"Erdal Emsal Vinyl 1000ml","4001499942365",3.00,"Stck.",19.00
10198,"Beckmann Wäscheduft Fresh 250ml","4008455076416",13.00,"Stck.",19.00
10199,"Melitta Filtertüten 1x4 braun 40er","4006508206933",23.00,"Stck.",19.00
10200,"Melitta Filtertüten 1x6 braun 40er","4006508123834",43.00,"Stck.",19.00
10202,"Melitta Alufolie Gourmet OP 6m","4008871200518",5.00,"Stck.",19.00
10203,"Melitta Filtertüten 101 braun 40er","4006508125999",17.00,"Stck.",19.00
10205,"Melitta Cilia Teefilter 100er","4006508125425",37.00,"Stck.",19.00
10206,"Melitta Rundfilterpapier 100er","4006508204335",28.00,"Stck.",19.00
10207,"Melitta Gefrier+Koch Beutel 1 Liter 30er","4008871201027",26.00,"Stck.",19.00
10208,"Erdal Frosch Spül. Aloe Vera 500ml","4001499944536",43.00,"Stck.",19.00
10209,"Melitta Gefrierbeutel 1l 40er","4008871208040",66.00,"Stck.",19.00
10210,"Melitta Gefrierbeutel 3l 30er","4008871208064",23.00,"Stck.",19.00
10211,"Melitta Gefrierbeutel 6l 20er","4008871208095",77.00,"Stck.",19.00
10212,"Melitta Eiskugel Beutel 15er","4008871213129",30.00,"Stck.",19.00
10213,"Melitta Alufolie 30cm OP 10m","4008871200945",56.00,"Stck.",19.00
10214,"Melitta Alufolie 30cm NF 10m","4008871201010",7.00,"Stck.",19.00
10215,"Melitta Backpapier Antihaft 8m","4008871200365",377.00,"Stck.",19.00
10218,"Melitta Butterbrot Papier 16m (Rolle)","4008871205179",70.00,"Stck.",19.00
10219,"Melitta Frühstücksbeutel 1l 55er","4008871200785",21.00,"Stck.",19.00
10220,"Melitta Frischhalte Folie 20m","4008871200846",37.00,"Stck.",19.00
10222,"Melitta Bratschlauch 3m","4008871209672",8.00,"Stck.",19.00
10224,"Airwick Fresh Matic NF Cotton&WeisserFlieder 250ml","4002448054634",12.00,"Stck.",19.00
10225,"Erdal Frosch Uni Reiniger Himbeer 750ml","4001499947537",8.00,"Stck.",19.00
10226,"Ako Schaber für Kochflächen","4007581002641",12.00,"Stck.",19.00
10227,"Erdal Frosch Fett Entferner Grapefruit 500ml","4001499112942",44.00,"Stck.",19.00
10229,"Erdal Frosch Dusche&Bad Citrus 500ml","4001499180057",12.00,"Stck.",19.00
10230,"Melitta Backbögen 20er","4008871200372",18.00,"Stck.",19.00
10234,"Erdal Frosch Scheuermilch Lavendel 500ml","4001499183102",7.00,"Stck.",19.00
10235,"Erdal Frosch WC Reiniger Essig 750ml","4001499013782",25.00,"Stck.",19.00
10236,"Erdal Frosch Spül. Limone 750ml","4001499944604",43.00,"Stck.",19.00
10237,"Erdal Frosch Urin- und Kalkstein Lavendel 750ml","4001499185267",0.00,"Stck.",19.00
10240,"Erdal Frosch Holz Reiniger 750ml","4001499921629",11.00,"Stck.",19.00
10241,"Airwick Fresh Matic NF Citrus 250ml","4002448051824",25.00,"Stck.",19.00
10242,"Erdal Frosch WC Reiniger Zitrone 750ml","4001499142420",0.00,"Stck.",19.00
10243,"Erdal Frosch WC Reiniger Himbeer Essig 750ml","4001499943430",3.00,"Stck.",19.00
10253,"Heitmann Impresan Hygiene Spüler 1.50 Liter","4052400031494",15.00,"Stck.",19.00
10255,"Melitta Cilia Teefilter Halter+10 F.","4006508136315",11.00,"Stck.",19.00
10257,"Melitta Zip SafeLoc Gefrier Beutel 3l 12er","4008871209771",0.00,"Stck.",19.00
10259,"Airwick Fresh Matic OP Frühlingsfrische 250ml","4002448109501",0.00,"Stck.",19.00
10260,"Airwick Fresh Matic NF Sommer Vergnügen 250ml","4002448081821",6.00,"Stck.",19.00
10262,"Erdal Frosch Baby Spül Reiniger 500ml","4001499908347",0.00,"Stck.",19.00
10263,"Melitta Power Klemmen 5er","4008871200396",29.00,"Stck.",19.00
10266,"Erdal Frosch Baby Waschmittel 21WL 1.5 Liter","4001499923531",13.00,"Stck.",19.00
10267,"Erdal Frosch Baby Wäsche Weich 30WL 750ml","4001499915215",54.00,"Stck.",19.00
10269,"Melitta Filtertüten 1x4 weiß 80er","4006508206827",42.00,"Stck.",19.00
10270,"Melitta Filtertüten 102 weiß 80er","4006508206919",16.00,"Stck.",19.00
10271,"Melitta Filtertüten 1x2 braun 80er","4006508178087",27.00,"Stck.",19.00
10273,"Erdal Frosch Citrus Flecken Zwerg 75ml","4001499923739",32.00,"Stck.",19.00
10276,"Ako Polish 100ml","4007581360307",35.00,"Stck.",19.00
10277,"Erdal Frosch wie Gallseife Flecken Zwerg 75ml","4001499923746",0.00,"Stck.",19.00
10279,"Beckmann Kühlschrank Hygiene Pumpe 250ml","4008455024516",8.00,"Stck.",19.00
10280,"Airwick Fresh Matic NF Pure Frühling 250ml","4002448109525",12.00,"Stck.",19.00
10281,"Melitta Filtertüten 1x4 intense 80er","4006508208814",17.00,"Stck.",19.00
10283,"Airwick Fresh Matic NF Seide&Lilien 250ml","4002448061656",2.00,"Stck.",19.00
10284,"Melitta Filtertüten 1x4 mild 80er","4006508208838",16.00,"Stck.",19.00
10285,"Airwick Fresh Matic NF Pure Erfrischend 250ml","4002448116028",34.00,"Stck.",19.00
10286,"Airwick Spray Premium Pure Orange&Grapef.250ml","4002448116103",8.00,"Stck.",19.00
10287,"Zewa KÜTÜ Wisch & Weg 4er","7322540973372",448.00,"Stck.",19.00
10288,"Airwick Fresh Matic NF Tag am Meer 250ml","4002448081869",11.00,"Stck.",19.00
10289,"Airwick Fresh Matic NF Verw.Garten 250ml","4002448086109",18.00,"Stck.",19.00
10290,"Zewa KÜTÜ Wisch & Weg Quick Pack 75er","7322541017594",10.00,"Stck.",19.00
10291,"Airwick Spray Premium Pure Frühlingsfrische 250ml","4002448092186",11.00,"Stck.",19.00
10292,"Airwick Spray Premium Pure Kirschblütenzauber 250m","4002448092162",11.00,"Stck.",19.00
10296,"Melitta Filtertüten 102 braun 80er","4006508206926",35.00,"Stck.",19.00
10297,"Melitta Filtertüten 1x4 braun 80er","4006508206810",47.00,"Stck.",19.00
10301,"Melitta Müll Beutel Zugband 20l 20er","4006508189632",3.00,"Stck.",19.00
10303,"Melitta Müll Beutel Zugband 35l 15er","4006508189649",34.00,"Stck.",19.00
10304,"Prym Bügeleisenreiniger Stift","4002279145808",50.00,"Stck.",19.00
10305,"Prym Wäschenetz 28x38","4002279149714",104.00,"Stck.",19.00
10306,"Melitta Müll Beutel Zugband 60l 10er","4006508189656",1.00,"Stck.",19.00
10308,"Melitta Müll Beutel Griff 35l 15er","4006508219759",107.00,"Stck.",19.00
10313,"Regina KÜTÜ mit Herzen 4er","8004260454162",78.00,"Stck.",19.00
10315,"Melitta Cilia Teefilter Verw.ohne H.","4006508162826",5.00,"Stck.",19.00
10317,"Melitta Filtertüten 100 braun 40er","4006508126033",35.00,"Stck.",19.00
10318,"Melitta Müll Beutel Griff 20l 20er","4006508219742",58.00,"Stck.",19.00
10319,"Regina KÜTÜ Superclean 4er","8004260264624",207.00,"Stck.",19.00
10321,"Brillant Gold Tauchbad 200ml    4.95","8711202091865",26.00,"Stck.",19.00
10323,"Melitta Müll Beutel Griff 5l 40er","4006508173167",8.00,"Stck.",19.00
10325,"Pely Müllsäcke m.Zugb.120l 8er","4007519085388",75.00,"Stck.",19.00
10326,"Brillant Kronleuchter Reiniger Pumpe 750ml 8.95","8711202092046",81.00,"Stck.",19.00
10328,"Brillant Perlen Tauchbad 200ml  4.95","8711202091902",7.00,"Stck.",19.00
10329,"Pely Müllbeutel m.Zugband 60l 16er","4007519085364",114.00,"Stck.",19.00
10331,"Pely Müllbeutel m.Zugband 35l 20er","4007519085340",66.00,"Stck.",19.00
10332,"Prym Wäschenetz 50x70cm","4002279145709",60.00,"Stck.",19.00
10333,"Pely Müllsäcke 240 Liter 8er","4007519085609",17.00,"Stck.",19.00
10334,"Biff Bad Total NF-Beutel 250ml","4015000311847",177.00,"Stck.",19.00
10336,"Brillant Schmuck Pflegetuch     3.95","8711202091940",9.00,"Stck.",19.00
10337,"Melitta Zipper Allzweck Beutel 3l 8er","4008871209870",34.00,"Stck.",19.00
10338,"Biff Hygiene Total OP 750ml","4015000963008",31.00,"Stck.",19.00
10343,"Melitta Zip Cosmetics 5er","4008871210326",2.00,"Stck.",19.00
10345,"Instablue STANDARD 2.5 Liter","3138522100254",33.00,"Stck.",19.00
10347,"Brillant Silber Pflegecreme 200ml 5.50","8711202092008",29.00,"Stck.",19.00
10348,"Brillant Silber Handschuh 1 Paar 9.95","8711202091971",21.00,"Stck.",19.00
10349,"Brillant Silber Pflegeschaum 200ml 4.95","8711202091995",25.00,"Stck.",19.00
10350,"Zewa TOIPA Soft Das Bewährte 8er","7322540963526",25.00,"Stck.",19.00
10352,"Melitta Staubsauger Deo Citrus","4006508185221",16.00,"Stck.",19.00
10353,"Brillant Kristall Reiniger Pumpe 125ml","8713551886062",214.00,"Stck.",19.00
10354,"Brillant Kronleuchter Reiniger Pumpe 125ml","8713551998000",204.00,"Stck.",19.00
10355,"Melitta Zipper Allzweck Beutel 1l 12er","4008871209863",26.00,"Stck.",19.00
10356,"Danke TOIPA 3-lagig 8er","9011111035264",509.00,"Stck.",19.00
10361,"Bayrol Pool Tester OP","",9.00,"Stck.",19.00
10362,"Bayrol Pool Tester NF","4008367871253",10.00,"Stck.",19.00
10363,"Zewa TOIPA Samtig weiß 8er","7322540745788",13.00,"Stck.",19.00
10364,"Brillant Silber Tuch 35x30cm    3.95","8711202091957",60.00,"Stck.",19.00
10365,"Melitta Müll Säcke Schwerlast+Zugb.120l 12er","4006508215775",25.00,"Stck.",19.00
10367,"Brillant Silber Tuch 55x35cm    4.95","8711202091964",41.00,"Stck.",19.00
10369,"Biff Pro Nature Pumpe 750ml","4015000965590",17.00,"Stck.",19.00
10370,"Zewa TOIPA Samtig weiß 16er","7322540745306",9.00,"Stck.",19.00
10371,"Zewa TOIPA Smart 4er weiss ohne Hülse","7322541147741",19.00,"Stck.",19.00
10372,"Melitta Müll Beutel mit Duft 10l 14er Vanille Lav.","4006508202799",18.00,"Stck.",19.00
10373,"Melitta Müll Beutel mit Duft 20l 12er Vanille Lav.","4006508207398",3.00,"Stck.",19.00
10374,"Zewa TOIPA Smart 8er weiss ohne Hülse","7322540928372",20.00,"Stck.",19.00
10375,"Zewa TOIPA Ultra Soft 6er","7322540739411",26.00,"Stck.",19.00
10376,"Melitta Müll Beutel mit Duft 35l 9er Vanille Lav.","4006508207404",14.00,"Stck.",19.00
10377,"Collo Fettlöser Collossal Pumpe 500ml","4059600000107",14.00,"Stck.",19.00
10380,"Tempo TOIPA Feucht NF pflegend 42er","7322540907551",76.00,"Stck.",19.00
10381,"Tempo TOIPA Feucht NF sensitiv 42er","7322540907520",13.00,"Stck.",19.00
10382,"Melitta Müll Beutel Griff 10l 37er","4006508173174",19.00,"Stck.",19.00
10383,"Melitta Müll Beutel Fixierband 20l 15er","4006508174201",61.00,"Stck.",19.00
10384,"Brillant Silber Politur 125ml   4.95","8711202092015",31.00,"Stck.",19.00
10385,"Zewa TOIPA Ultra Soft 16er","7322540739480",9.00,"Stck.",19.00
10386,"Deti Einkochringe blau 10er 94x108 Rillengläser","4009275050105",158.00,"Stck.",19.00
10389,"Melitta Müll Beutel Fixierband 35l 10er","4006508174188",77.00,"Stck.",19.00
10391,"Melitta Müll Beutel Fixierband 60l 10er","4006508174171",13.00,"Stck.",19.00
10392,"Brillant Silber Politur 250ml   7.95","8711202092022",23.00,"Stck.",19.00
10393,"Biff WC Total Frühlingsblüte 750ml","4015000966788",63.00,"Stck.",19.00
10394,"Biff WC Total Ozean Brise 750ml","4015000966795",61.00,"Stck.",19.00
10395,"Biff WC Total Spritzige Limone 750ml","4015000966801",69.00,"Stck.",19.00
10396,"Brillant Silber Tauchbad 200ml  4.95","8711202091896",81.00,"Stck.",19.00
10399,"Brillant Tauchbad Silberbesteck 5.95","8711202091933",31.00,"Stck.",19.00
10400,"Ajax Allzweckreiniger Lavendel&Magnolie 1 Liter","8714789952642",18.00,"Stck.",19.00
10401,"Poly Palette 100 ultra blond","4015100329728",17.00,"Stck.",19.00
10402,"Poly Palette 200 helles naturblond","4015100329735",15.00,"Stck.",19.00
10403,"Poly Palette 500 dunkelblond","4015100329612",13.00,"Stck.",19.00
10404,"Poly Palette 220 frostiges silberblond","4015100329810",14.00,"Stck.",19.00
10405,"Ajax Allzweckreiniger Frischeduft 1 Liter","8714789952543",21.00,"Stck.",19.00
10406,"Ajax Glasrein + Pistole 500ml","4011200560900",33.00,"Stck.",19.00
10407,"Poly Palette 650 kastanie","4015100329797",16.00,"Stck.",19.00
10411,"Palmolive Spülmittel Limone 750ml","4011200576901",10.00,"Stck.",19.00
10412,"Palmolive Spülmittel Original 750ml","7614300122206",74.00,"Stck.",19.00
10416,"Poly Palette 678 rubinrot","4015100329704",14.00,"Stck.",19.00
10417,"Tesaband wetterf.2.75x19mm braun","4042448044136",6.00,"Stck.",19.00
10418,"Tesaband wetterf.2.75x19mm grau","4042448044112",3.00,"Stck.",19.00
10421,"Poly Palette 750 schokobraun","4015100329599",9.00,"Stck.",19.00
10422,"Tesaband wetterf.2.75x19mm weiß","4042448044013",10.00,"Stck.",19.00
10423,"Tesaband wetterf.2.75x19mm rot","4042448044075",3.00,"Stck.",19.00
10424,"Tesaband wetterf.2.75x19mm schwarz","4042448043993",5.00,"Stck.",19.00
10427,"Palmolive Spülmittel Original 5 Liter","4011200584906",13.00,"Stck.",19.00
10429,"Poly Palette 400 naturblond","4015100329827",11.00,"Stck.",19.00
10431,"Poly Palette 800 dunkelbraun","4015100329711",12.00,"Stck.",19.00
10432,"Tesaband wetterf.2.75x38mm rot","4042448044235",5.00,"Stck.",19.00
10433,"Tesaband wetterf.2.75x38mm grau","4042448044273",3.00,"Stck.",19.00
10434,"Tesaband wetterf.2.75x38mm weiß","4042448044174",12.00,"Stck.",19.00
10435,"Tesaband wetterf.2.75x38mm braun","4042448044297",2.00,"Stck.",19.00
10436,"Tesaband wetterf.2.75x38mm schwarz","4042448044150",8.00,"Stck.",19.00
10442,"Poly Palette 872 bordeaux rot","4015100329841",11.00,"Stck.",19.00
10444,"Poly Palette 880 aubergine","4015100329766",9.00,"Stck.",19.00
10446,"Palmolive Spülmittel Limone Ultra 500ml","8714789847375",137.00,"Stck.",19.00
10447,"Poly Palette 900 schwarz","4015100329667",14.00,"Stck.",19.00
10451,"Poly Palette 909 blauschwarz","4015100329858",16.00,"Stck.",19.00
10453,"Poly Palette 790 dunkles rotbraun","4015100329780",12.00,"Stck.",19.00
10455,"Poly Palette U71 kühles Silbergrau","4015100323566",11.00,"Stck.",19.00
10456,"Poly Palette 859 dunkles Rose","4015100323542",12.00,"Stck.",19.00
10458,"Palmolive Spülmittel Original Ultra 500ml","8714789847337",21.00,"Stck.",19.00
10460,"Ajax Allzweckreiniger Citrus 5 Liter","4011200543903",10.00,"Stck.",19.00
10468,"Poly Palette 386 mattes beige blond","4015100329834",15.00,"Stck.",19.00
10473,"Ajax Allzweckreiniger Citrus 10 Liter","4011200544009",3.00,"Stck.",19.00
10476,"Poly Palette 850 mokkabraun","4015100329773",13.00,"Stck.",19.00
10477,"Poly Palette 546 caramel gold blond","4015100329605",15.00,"Stck.",19.00
10480,"Poly Palette 418 helles aschblond","4015100329872",15.00,"Stck.",19.00
10481,"Poly Palette 655 goldbraun","4015100329698",12.00,"Stck.",19.00
10484,"Poly Palette 556 hellbraun","4015100401257",11.00,"Stck.",19.00
10486,"Poly Palette 890 schwarzbraun","4015100329674",12.00,"Stck.",19.00
10487,"Poly Palette 878 mahagoni","4015100329865",10.00,"Stck.",19.00
10489,"Poly Blondiercreme 97 silberblond","4015000983082",11.00,"Stck.",19.00
10491,"Poly Blondiercreme 91 hellblond","4015100219432",36.00,"Stck.",19.00
10493,"Poly Palette 645 honig braun","4015100329681",13.00,"Stck.",19.00
10495,"Poly Palette 204 kühles Violett Blond","4015100329759",12.00,"Stck.",19.00
10496,"Poly Palette 240 pudriges Silber Blond","4015100329803",15.00,"Stck.",19.00
10497,"Poly Cremefarbe  45 schwarz","4015100219487",6.00,"Stck.",19.00
10498,"Poly Cremefarbe  43 dunkelbraun","4015100219524",10.00,"Stck.",19.00
10499,"Poly Cremefarbe  41 mittelbraun","4015100219500",6.00,"Stck.",19.00
10500,"Poly Cremefarbe  39 hellbraun","4015100219517",10.00,"Stck.",19.00
10502,"Loreal Magic Retouch Blond-Mittelblond 75ml","3600523193226",8.00,"Stck.",19.00
10503,"Loreal Magic Retouch Braun-Mittelbraun 75ml","3600523193202",63.00,"Stck.",19.00
10506,"Loreal Magic Retouch Dunkelblond-Hellbraun 75ml","3600523193219",12.00,"Stck.",19.00
10507,"Loreal Magic Retouch Dunkelbraun-Schwarzbraun 75ml","3600523193196",24.00,"Stck.",19.00
10510,"Loreal Magic Retouch Rot-Braun 75ml","3600523337477",46.00,"Stck.",19.00
10513,"Loreal Magic Retouch Hellblond-Blond 90ml","3600523735501",74.00,"Stck.",19.00
10514,"Loreal Magic Retouch Hellblond 75ml","3600523387939",12.00,"Stck.",19.00
10515,"Loreal Magic Retouch Schwarz 75ml","3600523193189",18.00,"Stck.",19.00
10521,"Age Perfect Cremefarbe  6.03 strahl.hellbraun","3600522865032",12.00,"Stck.",19.00
10523,"Age Perfect Cremefarbe  7.31 dkl.caramelblond","3600522865018",9.00,"Stck.",19.00
10538,"Poly Cremefarbe  44 schokobraun","4015100219401",6.00,"Stck.",19.00
10558,"Age Perfect Cremefarbe  8.31 goldblond","3600522864998",1.00,"Stck.",19.00
10562,"Age Perfect Cremefarbe  8.32 strahl.perlblond","3600522865001",3.00,"Stck.",19.00
10578,"Age Perfect Cremefarbe  9.13 beige blond","3600522864967",1.00,"Stck.",19.00
10580,"Age Perfect Cremefarbe  9.31 helles goldblond","3600522864974",7.00,"Stck.",19.00
10585,"Poly Tönung 24 dunkelbraun","4015000211246",15.00,"Stck.",19.00
10586,"Poly Tönung 23 hellbraun","4015000211239",15.00,"Stck.",19.00
10587,"Poly Tönung 22 dunkelblond","4015000211222",9.00,"Stck.",19.00
10588,"Poly Tönung 20 Kastanie","4015000211208",9.00,"Stck.",19.00
10591,"Poly Tönung 16 mittelbraun","4015000211161",2.00,"Stck.",19.00
10592,"Poly Tönung 15 mittelblond","4015000211154",17.00,"Stck.",19.00
10595,"Poly Tönung 11 hellblond","4015000211116",8.00,"Stck.",19.00
10597,"Poly Cremefarbe  38 haselnuß","4015100219494",4.00,"Stck.",19.00
10598,"Poly Cremefarbe  37 dunkelblond","4015100219425",1.00,"Stck.",19.00
10600,"Poly Cremefarbe  35 mittelblond","4015100219470",11.00,"Stck.",19.00
10605,"JF FE Regenschirm starker Halt 250ml","5037156225587",21.00,"Stck.",19.00
10606,"JF FE Traumlocken Spray 200ml","5037156225464",31.00,"Stck.",19.00
10607,"JF FE Wunderkur 150ml","5037156225501",16.00,"Stck.",19.00
10611,"Gehwol med Fußdeo Creme Tube 75ml","4013474107072",11.00,"Stck.",19.00
10614,"Gehwol Balsam Tube 75ml","4013474103005",13.00,"Stck.",19.00
10615,"Gehwol med.Schrundensalbe 75ml","4013474107003",17.00,"Stck.",19.00
10616,"Gehwol Fußkrem 75ml","4013474103135",5.00,"Stck.",19.00
10617,"Gehwol extra 75ml","4013474103128",17.00,"Stck.",19.00
10619,"Gehwol Fußbad 250g Faltschachtel","4013474103067",29.00,"Stck.",19.00
10620,"Gehwol med Lipidro Creme 75ml","4013474107102",14.00,"Stck.",19.00
10621,"Gehwol Beinbalsam 125ml","4013474103012",13.00,"Stck.",19.00
10622,"Gehwol Frischebalsam 75ml","4013474103142",9.00,"Stck.",19.00
10624,"JF FE Unend.Geschm.Anti Frizz Primer 100ml","5037156225433",3.00,"Stck.",19.00
10627,"JF VOLUME Blow Dry Lotion 125ml","50002993",16.00,"Stck.",19.00
10629,"Poly Cremefarbe  31 hellblond","4015100219449",8.00,"Stck.",19.00
10632,"Gehwol Fußspray pflegend 150ml","4013474103456",8.00,"Stck.",19.00
10634,"Gehwol Fuß+Schuh Deo Spray 150ml","4013474103432",6.00,"Stck.",19.00
10636,"Gehwol med Lipidro Creme 125ml","4013474107119",6.00,"Stck.",19.00
10639,"Gehwol med Hornhaut Creme 75ml","4013474107218",25.00,"Stck.",19.00
10640,"JF FE Unend.Geschm.Shampoo 250ml","5037156225532",11.00,"Stck.",19.00
10644,"JF VOLUME Haarspray endlose Fülle 250ml","5037156225372",9.00,"Stck.",19.00
10645,"JF VOLUME Mousse 200ml","5037156225365",21.00,"Stck.",19.00
10646,"JF FE Unend.Geschm.SP 250ml","5037156225549",38.00,"Stck.",19.00
10648,"Gehwol med.Schrundensalbe 125ml","4013474107065",27.00,"Stck.",19.00
10652,"Scholl VS Elek.Nagelpflegesystem Pink","4002448095422",2.00,"Stck.",19.00
10658,"Scholl VS Ersatzrollen Wet&Dry fein 2er","4002448110682",6.00,"Stck.",19.00
10659,"Scholl VS Elek.Hornhautentferner OP","5052197023350",12.00,"Stck.",19.00
10670,"Scholl VS Nagelpf.Aufsatz Blau","5052197046632",10.00,"Stck.",19.00
10671,"JF FE Wunder Rep.Shampoo 250ml","5037156225488",19.00,"Stck.",19.00
10672,"Scholl VS Ersatzrollen Wet&Dry ultra stark 2er","4002448110774",6.00,"Stck.",19.00
10674,"Scholl Blasen Pflaster (Ferse) 5er","5038483236710",27.00,"Stck.",19.00
10675,"Scholl Hornhaut Raspel","4006671299114",40.00,"Stck.",19.00
10676,"JF FE Wunder Rep.Spülung 250ml","5037156225495",5.00,"Stck.",19.00
10677,"Scholl VS Nagelpf.Aufsatz Pink","5011417566138",15.00,"Stck.",19.00
10681,"Gehwol Fußpuder 100g","4013474103104",0.00,"Stck.",19.00
10703,"Erdal 1-2-3 Glanz farblos","4001499014260",34.00,"Stck.",19.00
10704,"Scholl Fußpflege Bad Vital 275g","5038483383964",12.00,"Stck.",19.00
10706,"Erdal 1-2-3 Glanz schwarz","4001499143694",19.00,"Stck.",19.00
10714,"Scholl Fussbalsam Papaya 75ml","4002448043874",56.00,"Stck.",19.00
10715,"Scholl Hornhaut Entfernungsstein","4006671299039",156.00,"Stck.",19.00
10716,"Keralock Color Blond Highlights Strähnchen","4041932120110",28.00,"Stck.",19.00
10717,"Keralock Color Brillant Creme 10 Schwarz","4059186100017",-2.00,"Stck.",19.00
10719,"Scholl Hornhaut Feile","4006671299008",110.00,"Stck.",19.00
10721,"Scholl Anti Hornhaut Creme Intensiv 30ml","5038483501061",53.00,"Stck.",19.00
10723,"Keralock Color Brillant Creme 67 Schokobraun","4059186100079",0.00,"Stck.",19.00
10726,"Scholl Fusscreme Sensitiv 75ml","4002448137245",15.00,"Stck.",19.00
10727,"Scholl Fußcreme 75ml","4002448134138",27.00,"Stck.",19.00
10729,"Scholl Fuss Deo Antitranspirant 150ml","5038483502617",126.00,"Stck.",19.00
10730,"Keralock Color Brillant Creme 77 Haselnuss","4059186100048",15.00,"Stck.",19.00
10731,"Scholl Druckschutz-Schaum Pflaster","4006671036061",126.00,"Stck.",19.00
10734,"Scholl Druckst.Schutzpfl. extra weich","4006671036115",236.00,"Stck.",19.00
10735,"Scholl Druckstellen Pflaster Kurotex","4006671023023",18.00,"Stck.",19.00
10736,"Scholl Fuss Deo Extra Frisch 150ml","5038483498347",120.00,"Stck.",19.00
10737,"Scholl Hirschtalg Extreme 100ml","5038483502563",65.00,"Stck.",19.00
10738,"Scholl Druckst.Schutzkissen","4006671321020",91.00,"Stck.",19.00
10742,"Keralock Color Brillant Creme 85 Granatrot","4059186100123",39.00,"Stck.",19.00
10743,"Keralock Color Brillant Creme 93 Goldblond","4059186100116",13.00,"Stck.",19.00
10744,"Scholl Zehenkeile 2xgr.+1xkl.","5038483207680",8.00,"Stck.",19.00
10749,"Keralock Color Brillant Creme 110 Platinblond","4059186100024",47.00,"Stck.",19.00
10750,"Keralock Color Brillant Creme 645 Rotbraun","4059186100055",19.00,"Stck.",19.00
10752,"Keralock Color Brillant Reflex 110 Platinblond","4059186100260",189.00,"Stck.",19.00
10753,"Keralock Color Brillant Reflex 645 Rotbraun","4059186100215",193.00,"Stck.",19.00
10754,"Scholl Hühneraugen Pflaster","4006671031011",188.00,"Stck.",19.00
10755,"Keralock Color Brillant Reflex 67 Schokobraun","4059186100222",193.00,"Stck.",19.00
10756,"Scholl Schuh Deo Geruchsstop 150ml","5038483502662",114.00,"Stck.",19.00
10759,"Scholl Expert Fußcreme 75ml","4002448137214",22.00,"Stck.",19.00
